RecordID,Timestamp,Message
REC-000947,2025-08-16 16:15:47,I'm having trouble with the printer at floor 1 is not working again colleagues on floor 1 also affected. Contact: george.t
REC-000948,2025-08-26 00:00:47,Facing an issue where VPN connection drops every few minutes causing delays in project work. Contact: hannah.j
REC-000949,2025-07-11 11:00:47,I'm having trouble with Teams refuses to start after update colleagues on branch office also affected.
REC-000950,2025-09-14 13:04:47,Request for support regarding can't log in to Word colleagues on branch office also affected.
REC-000951,2025-08-27 12:01:47,Facing an issue where sharepoint refuses to start after update this has been happening since yesterday. contact: hannah.j
REC-000952,2025-06-30 21:58:47,"Problem encountered: vpn connection drops every few minutes already tried restarting, no success."
REC-000953,2025-07-26 18:49:47,John.doe submitted a ticket: the printer at remote is not working again this has been happening since yesterday.
REC-000954,2025-07-24 18:38:47,hannah.j submitted a ticket: my workstation at training hall showing network timeout this is blocking me from completing my tasks.
REC-000955,2025-07-04 10:59:47,fatima.z submitted a ticket: VPN connection drops every few minutes need this fixed ASAP.
REC-000956,2025-09-17 02:27:47,Request for support regarding VPN connection drops every few minutes this has been happening since yesterday.
REC-000957,2025-07-04 17:29:47,mohamed.s submitted a ticket: Chrome refuses to start after update need this fixed ASAP. Contact: nina.b
REC-000958,2025-07-04 06:40:47,I'm having trouble with Zoom refuses to start after update this has been happening since yesterday.
REC-000959,2025-07-09 03:47:47,"Request for support regarding the laptop keeps restarting randomly already tried restarting, no success."
REC-000960,2025-07-10 15:14:47,Request for support regarding the printer at floor 1 is not working again need this fixed ASAP.
REC-000961,2025-09-19 18:35:47,User hannah.j reported: my workstation at floor 3 showing network timeout need this fixed ASAP. Contact: sofia.g
REC-000962,2025-07-25 15:51:47,"Need urgent help with the tablet keeps restarting randomly already tried restarting, no success. Contact: nina.b"
REC-000963,2025-06-26 02:58:47,Problem encountered: the printer at floor 1 is not working again this has been happening since yesterday.
REC-000964,2025-06-28 22:51:47,User youssef.t reported: can't log in to Excel need this fixed ASAP. Contact: sarah.k
REC-000965,2025-07-19 23:50:47,david.p submitted a ticket: performance on Outlook is extremely slow please reset password. Contact: david.p
REC-000966,2025-07-10 08:58:47,Problem encountered: VPN connection drops every few minutes need this fixed ASAP.
REC-000967,2025-08-11 03:53:47,emma.w submitted a ticket: Teams refuses to start after update this is blocking me from completing my tasks. Contact: george.t
REC-000968,2025-08-23 14:09:47,Request for support regarding Word refuses to start after update this has been happening since yesterday.
REC-000969,2025-09-20 10:17:47,"I'm having trouble with VPN connection drops every few minutes already tried restarting, no success. Contact: mohamed.s"
REC-000970,2025-09-11 07:41:47,Facing an issue where performance on Zoom is extremely slow this has been happening since yesterday.
REC-000971,2025-08-22 06:58:47,"Need urgent help with unable to access excel, request id #tkt-38268 please unlock account."
REC-000972,2025-07-15 09:57:47,nina.b submitted a ticket: VPN connection drops every few minutes this is blocking me from completing my tasks. Contact: ahmed.h
REC-000973,2025-09-07 15:25:47,emma.w submitted a ticket: my desktop at floor 2 showing disk full need this fixed ASAP. Contact: mohamed.s
REC-000974,2025-07-21 13:20:47,Request for support regarding the printer at floor 3 is not working again this has been happening since yesterday. Contact: fatima.z
REC-000975,2025-08-13 06:47:47,"Facing an issue where unable to access Chrome, request ID #TKT-48283 colleagues on lab room also affected."
REC-000976,2025-07-07 19:56:47,Problem encountered: the printer at floor 2 is not working again need this fixed ASAP.
REC-000977,2025-07-06 07:32:47,Facing an issue where vpn connection drops every few minutes need this fixed asap.
REC-000978,2025-08-11 16:19:47,Could you please check the printer at datacenter is not working again colleagues on datacenter also affected.
REC-000979,2025-07-16 17:45:47,Request for support regarding performance on sharepoint is extremely slow colleagues on floor 3 also affected.
REC-000980,2025-07-16 16:43:47,"Need urgent help with performance on Jira is extremely slow already tried restarting, no success. Contact: youssef.t"
REC-000981,2025-08-25 09:51:47,Need urgent help with VPN connection drops every few minutes need this fixed ASAP. Contact: ahmed.h
REC-000982,2025-07-20 00:12:47,User mohamed.s reported: the printer at HQ is not working again pls unlock account.
REC-000983,2025-07-02 18:55:47,Could you pls check the printer at HQ is not working again colleagues on HQ also affected.
REC-000984,2025-08-24 01:31:47,"fatima.z submitted a ticket: VPN connection drops every few minutes already tried restarting, no success. Contact: youssef.t"
REC-000985,2025-09-03 14:26:47,Request for support regarding the desktop keeps restarting randomly colleagues on training hall also affected. Contact: mohamed.s
REC-000986,2025-08-20 04:02:47,"I'm having trouble with the printer at floor 2 is not working again already tried restarting, no success."
REC-000987,2025-08-21 00:17:47,Facing an issue where the workstation keeps restarting randomly causing delays in project work. Contact: youssef.t
REC-000988,2025-08-03 01:45:47,Need urgent help with can't log in to SharePoint causing delays in project work. Contact: nina.b
REC-000989,2025-07-29 03:59:47,I'm having trouble with performance on Teams is extremely slow this has been happening since yesterday.
REC-000990,2025-09-11 05:38:47,Need urgent help with SAP refuses to start after update please install VPN client.
REC-000991,2025-08-22 17:40:47,"Need urgent help with unable to access SAP, request ID #TKT-86131 this is blocking me from completing my tasks."
REC-000992,2025-08-03 12:27:47,I'm having trouble with the workstation keeps restarting randomly causing delays in project work.
REC-000993,2025-08-30 20:51:47,"Request for support regarding unable to access Outlook, request ID #TKT-70499 please install VPN client."
REC-000994,2025-08-26 16:16:47,Facing an issue where the printer at branch office is not working again this is blocking me from completing my tasks.
REC-000995,2025-07-17 11:32:47,User sofia.g reported: the printer at floor 1 is not working again please install VPN client. Contact: sarah.k
REC-000996,2025-08-12 07:16:47,"Mohamed.s submitted a ticket: unable to access zoom, request id #tkt-58306 causing delays in project work."
REC-000997,2025-06-27 08:03:47,paul.r submitted a ticket: can't log in to Slack pls grant access to shared drive.
REC-000998,2025-08-21 04:59:47,Problem encountered: my workstation at floor 3 showing printer jam colleagues on floor 3 also affected.
REC-000999,2025-07-06 04:30:47,alex.b submitted a ticket: performance on Word is extremely slow causing delays in project work.
REC-001000,2025-08-04 10:08:47,Facing an issue where can't log in to SAP please setup new email account.
REC-001001,2025-09-15 13:37:47,"User olivia.m reported: PowerPoint refuses to start after update already tried restarting, no success. Contact: ahmed.h"
REC-001002,2025-07-08 00:25:47,Facing an issue where can't log in to Slack this is blocking me from completing my tasks. Contact: sarah.k
REC-001003,2025-08-20 05:13:47,Problem encountered: my phone at floor 2 showing network timeout colleagues on floor 2 also affected.
REC-001004,2025-07-04 04:55:47,"I'm having trouble with can't log in to Excel already tried restarting, no success."
REC-001005,2025-09-16 23:35:47,I'm having trouble with Teams refuses to start after update causing delays in project work.
REC-001006,2025-07-30 06:36:47,Could you please check performance on Slack is extremely slow this is blocking me from completing my tasks.
REC-001007,2025-08-06 22:51:47,I'm having trouble with the workstation keeps restarting randomly please setup new email account.
REC-001008,2025-08-23 10:24:47,I'm having trouble with can't log in to Outlook please grant access to shared drive.
REC-001009,2025-09-14 00:08:47,mohamed.s submitted a ticket: the printer at lab room is not working again this has been happening since yesterday.
REC-001010,2025-09-06 15:20:47,Could you pls check my phone at floor 3 showing access denied colleagues on floor 3 also affected.
REC-001011,2025-06-28 21:02:47,Need urgent help with can't log in to Word colleagues on HQ also affected. Contact: paul.r
REC-001012,2025-06-28 13:13:47,Request for support regarding performance on Chrome is extremely slow causing delays in project work. Contact: olivia.m
REC-001013,2025-08-20 06:14:47,paul.r submitted a ticket: performance on Teams is extremely slow colleagues on datacenter also affected.
REC-001014,2025-07-21 21:05:47,"Facing an issue where unable to access SAP, request ID #TKT-94835 need this fixed ASAP."
REC-001015,2025-09-15 16:32:47,"User khaled.a reported: unable to access SharePoint, request ID #TKT-47283 this is blocking me from completing my tasks."
REC-001016,2025-09-20 15:32:47,Need urgent help with can't log in to Outlook causing delays in project work. Contact: khaled.a
REC-001017,2025-09-03 02:41:47,Need urgent help with vpn connection drops every few minutes this is blocking me from completing my tasks. contact: olivia.m
REC-001018,2025-09-18 10:00:47,Problem encountered: the workstation keeps restarting randomly need this fixed ASAP. Contact: ahmed.h
REC-001019,2025-07-02 09:43:47,Request for support regarding the printer at lab room is not working again this is blocking me from completing my tasks.
REC-001020,2025-07-04 01:26:47,Need urgent help with the phone keeps restarting randomly this is blocking me from completing my tasks.
REC-001021,2025-09-21 15:32:47,"I'm having trouble with the printer at HQ is not working again already tried restarting, no success."
REC-001022,2025-06-30 03:43:47,Facing an issue where performance on Chrome is extremely slow this is blocking me from completing my tasks. Contact: fatima.z
REC-001023,2025-08-15 07:24:47,george.t submitted a ticket: the tablet keeps restarting randomly colleagues on lab room also affected.
REC-001024,2025-07-10 06:44:47,Problem encountered: VPN connection drops every few minutes need this fixed ASAP. Contact: fatima.z
REC-001025,2025-08-25 01:20:47,Request for support regarding can't log in to outlook please unlock account. contact: khaled.a
REC-001026,2025-09-18 22:14:47,"I'm having trouble with vpn connection drops every few minutes already tried restarting, no success."
REC-001027,2025-07-08 15:13:47,User fatima.z reported: the laptop keeps restarting randomly colleagues on training hall also affected.
REC-001028,2025-09-03 13:20:47,Request for support regarding can't log in to PowerPoint pls fix wifi.
REC-001029,2025-06-30 22:31:47,youssef.t submitted a ticket: can't log in to Excel causing delays in project work.
REC-001030,2025-09-16 23:40:47,"Need urgent help with Teams refuses to start after update already tried restarting, no success."
REC-001031,2025-08-24 17:05:47,Problem encountered: performance on Chrome is extremely slow please unlock account.
REC-001032,2025-08-23 13:54:47,"Problem encountered: Word refuses to start after update already tried restarting, no success."
REC-001033,2025-08-31 02:28:47,User nina.b reported: my phone at floor 2 showing disk full pls install VPN client. Contact: george.t
REC-001034,2025-08-15 16:51:47,Need urgent help with the phone keeps restarting randomly need this fixed ASAP. Contact: olivia.m
REC-001035,2025-07-13 21:39:47,emma.w submitted a ticket: Slack refuses to start after update causing delays in project work.
REC-001036,2025-09-18 11:11:47,"Request for support regarding unable to access SharePoint, request ID #TKT-40210 need this fixed ASAP."
REC-001037,2025-09-14 21:53:47,"Request for support regarding unable to access SharePoint, request ID #TKT-11254 already tried restarting, no success."
REC-001038,2025-08-04 09:48:47,hannah.j submitted a ticket: the printer at HQ is not working again need this fixed ASAP.
REC-001039,2025-07-01 23:07:47,Facing an issue where can't log in to PowerPoint pls reset password. Contact: hannah.j
REC-001040,2025-07-05 12:33:47,I'm having trouble with VPN connection drops every few minutes pls reset password.
REC-001041,2025-09-13 08:51:47,User maria.l reported: my laptop at HQ showing network timeout need this fixed ASAP.
REC-001042,2025-08-21 02:38:47,"John.doe submitted a ticket: unable to access slack, request id #tkt-61220 causing delays in project work."
REC-001043,2025-07-04 21:40:47,Problem encountered: performance on Jira is extremely slow pls fix wifi.
REC-001044,2025-07-28 14:36:47,I'm having trouble with performance on Slack is extremely slow causing delays in project work.
REC-001045,2025-09-13 21:14:47,Facing an issue where the phone keeps restarting randomly causing delays in project work. Contact: khaled.a
REC-001046,2025-07-18 00:23:47,Problem encountered: my server at hq showing access denied causing delays in project work.
REC-001047,2025-08-05 15:32:47,Request for support regarding the printer at training hall is not working again please install VPN client.
REC-001048,2025-07-18 03:39:47,Need urgent help with the printer at HQ is not working again please install VPN client.
REC-001049,2025-08-05 22:37:47,I'm having trouble with Jira refuses to start after update need this fixed ASAP.
REC-001050,2025-09-13 03:18:47,I'm having trouble with performance on Teams is extremely slow causing delays in project work.
REC-001051,2025-09-08 08:18:47,"I'm having trouble with the printer at floor 1 is not working again already tried restarting, no success. Contact: nina.b"
REC-001052,2025-07-14 03:52:47,Could you pls check teams refuses to start after update pls fix wifi. contact: sarah.k
REC-001053,2025-08-27 00:32:47,Could you please check SAP refuses to start after update need this fixed ASAP.
REC-001054,2025-09-17 17:56:47,Problem encountered: Zoom refuses to start after update please install Adobe Acrobat.
REC-001055,2025-06-25 23:38:47,I'm having trouble with excel refuses to start after update please reset password.
REC-001056,2025-08-23 12:24:47,Problem encountered: my laptop at HQ showing disk full need this fixed ASAP.
REC-001057,2025-06-26 01:30:47,emma.w submitted a ticket: the printer at datacenter is not working again this has been happening since yesterday.
REC-001058,2025-09-02 23:53:47,User alex.b reported: can't log in to Outlook causing delays in project work.
REC-001059,2025-08-04 02:21:47,george.t submitted a ticket: Slack refuses to start after update need this fixed ASAP.
REC-001060,2025-09-09 02:10:47,Problem encountered: Excel refuses to start after update this is blocking me from completing my tasks.
REC-001061,2025-09-18 23:59:47,"george.t submitted a ticket: unable to access PowerPoint, request ID #TKT-12688 please fix wifi."
REC-001062,2025-09-02 07:10:47,I'm having trouble with my laptop at datacenter showing error code 720 pls install adobe acrobat. contact: khaled.a
REC-001063,2025-09-11 13:15:47,Request for support regarding can't log in to Chrome pls install VPN client.
REC-001064,2025-08-07 22:52:47,"Could you please check can't log in to Jira already tried restarting, no success. Contact: sofia.g"
REC-001065,2025-08-26 17:36:47,"Could you please check unable to access Slack, request ID #TKT-79338 need this fixed ASAP."
REC-001066,2025-08-21 07:44:47,"olivia.m submitted a ticket: unable to access Slack, request ID #TKT-15151 need this fixed ASAP."
REC-001067,2025-08-07 08:14:47,Request for support regarding the phone keeps restarting randomly this is blocking me from completing my tasks.
REC-001068,2025-09-22 14:45:47,"Request for support regarding unable to access zoom, request id #tkt-21143 please install vpn client. contact: george.t"
REC-001069,2025-09-04 23:11:47,Could you please check the printer at floor 1 is not working again need this fixed ASAP. Contact: alex.b
REC-001070,2025-07-15 07:56:47,Need urgent help with the printer at lab room is not working again causing delays in project work.
REC-001071,2025-08-16 15:41:47,I'm having trouble with PowerPoint refuses to start after update need this fixed ASAP.
REC-001072,2025-07-15 19:28:47,"Need urgent help with unable to access OneDrive, request ID #TKT-77374 colleagues on HQ also affected."
REC-001073,2025-09-14 03:45:47,hannah.j submitted a ticket: performance on Jira is extremely slow this is blocking me from completing my tasks.
REC-001074,2025-09-01 13:25:47,User mohamed.s reported: my server at training hall showing blue screen need this fixed ASAP.
REC-001075,2025-09-09 08:18:47,User olivia.m reported: Zoom refuses to start after update colleagues on HQ also affected. Contact: emma.w
REC-001076,2025-08-04 00:17:47,Request for support regarding the printer at datacenter is not working again pls upgrade ram.
REC-001077,2025-09-18 21:29:47,olivia.m submitted a ticket: performance on Excel is extremely slow causing delays in project work.
REC-001078,2025-07-21 18:01:47,Alex.b submitted a ticket: my tablet at floor 1 showing error code 720 please install vpn client. contact: mohamed.s
REC-001079,2025-08-15 17:46:47,fatima.z submitted a ticket: VPN connection drops every few minutes need this fixed ASAP.
REC-001080,2025-07-07 20:57:47,Need urgent help with can't log in to Teams causing delays in project work.
REC-001081,2025-08-22 10:18:47,Could you pls check the desktop keeps restarting randomly colleagues on floor 1 also affected.
REC-001082,2025-07-22 16:02:47,I'm having trouble with performance on PowerPoint is extremely slow need this fixed ASAP.
REC-001083,2025-08-29 20:30:47,Need urgent help with can't log in to Slack this is blocking me from completing my tasks.
REC-001084,2025-07-25 19:32:47,Need urgent help with can't log in to PowerPoint causing delays in project work. Contact: olivia.m
REC-001085,2025-09-01 08:34:47,"I'm having trouble with VPN connection drops every few minutes already tried restarting, no success."
REC-001086,2025-08-23 10:17:47,User mohamed.s reported: the workstation keeps restarting randomly colleagues on training hall also affected. Contact: mohamed.s
REC-001087,2025-07-04 22:09:47,Facing an issue where the phone keeps restarting randomly pls unlock account.
REC-001088,2025-07-01 19:24:47,User sofia.g reported: the printer at floor 1 is not working again colleagues on floor 1 also affected. Contact: paul.r
REC-001089,2025-08-04 00:12:47,I'm having trouble with my phone at remote showing disk full causing delays in project work.
REC-001090,2025-07-26 18:21:47,"Facing an issue where unable to access Jira, request ID #TKT-36157 colleagues on lab room also affected."
REC-001091,2025-08-29 02:23:47,Request for support regarding can't log in to PowerPoint causing delays in project work.
REC-001092,2025-08-12 23:33:47,Request for support regarding the printer at floor 1 is not working again causing delays in project work.
REC-001093,2025-08-02 08:45:47,"emma.w submitted a ticket: unable to access Zoom, request ID #TKT-72452 colleagues on training hall also affected."
REC-001094,2025-07-21 06:00:47,User ahmed.h reported: the printer at HQ is not working again pls install Adobe Acrobat.
REC-001095,2025-07-23 05:29:47,Facing an issue where performance on jira is extremely slow pls grant access to shared drive.
REC-001096,2025-07-25 19:36:47,"Could you pls check can't log in to Teams already tried restarting, no success. Contact: ahmed.h"
REC-001097,2025-08-20 09:34:47,User khaled.a reported: my laptop at floor 1 showing unknown host this has been happening since yesterday.
REC-001098,2025-07-19 12:38:47,I'm having trouble with can't log in to SAP colleagues on lab room also affected. Contact: hannah.j
REC-001099,2025-08-03 12:09:47,"Request for support regarding performance on slack is extremely slow already tried restarting, no success."
REC-001100,2025-08-17 04:39:47,Problem encountered: VPN connection drops every few minutes this is blocking me from completing my tasks.
REC-001101,2025-08-31 06:39:47,george.t submitted a ticket: performance on Outlook is extremely slow colleagues on HQ also affected.
REC-001102,2025-09-19 05:44:47,Request for support regarding can't log in to Word this is blocking me from completing my tasks.
REC-001103,2025-06-29 16:05:47,I'm having trouble with my server at remote showing blue screen this is blocking me from completing my tasks.
REC-001104,2025-08-14 17:53:47,Could you pls check the printer at HQ is not working again this has been happening since yesterday. Contact: sofia.g
REC-001105,2025-08-24 04:56:47,Could you please check the printer at HQ is not working again this is blocking me from completing my tasks. Contact: david.p
REC-001106,2025-08-31 00:10:47,User paul.r reported: my desktop at floor 2 showing unknown host this has been happening since yesterday.
REC-001107,2025-09-13 23:54:47,User ahmed.h reported: my desktop at lab room showing unknown host colleagues on lab room also affected. Contact: alex.b
REC-001108,2025-07-08 05:03:47,User li.chen reported: the laptop keeps restarting randomly colleagues on branch office also affected. Contact: sarah.k
REC-001109,2025-09-01 02:52:47,Could you please check can't log in to Excel causing delays in project work.
REC-001110,2025-07-23 16:46:47,"User george.t reported: the phone keeps restarting randomly already tried restarting, no success."
REC-001111,2025-08-15 19:23:47,Need urgent help with my tablet at HQ showing error code 720 colleagues on HQ also affected.
REC-001112,2025-07-12 09:25:47,"Problem encountered: unable to access jira, request id #tkt-37256 this is blocking me from completing my tasks."
REC-001113,2025-08-20 09:27:47,I'm having trouble with vpn connection drops every few minutes causing delays in project work.
REC-001114,2025-06-26 06:10:47,"User ahmed.h reported: unable to access Jira, request ID #TKT-50450 this has been happening since yesterday."
REC-001115,2025-08-31 14:52:47,I'm having trouble with performance on OneDrive is extremely slow causing delays in project work.
REC-001116,2025-07-03 21:41:47,User youssef.t reported: VPN connection drops every few minutes please install VPN client. Contact: paul.r
REC-001117,2025-08-29 03:39:47,User sofia.g reported: the printer at datacenter is not working again this has been happening since yesterday.
REC-001118,2025-09-23 13:29:47,Need urgent help with VPN connection drops every few minutes please grant access to shared drive.
REC-001119,2025-07-12 00:43:47,Problem encountered: my server at branch office showing network timeout pls fix wifi.
REC-001120,2025-09-09 10:02:47,Could you pls check sharepoint refuses to start after update colleagues on floor 2 also affected. contact: nina.b
REC-001121,2025-08-20 22:54:47,Problem encountered: VPN connection drops every few minutes this has been happening since yesterday.
REC-001122,2025-08-09 18:47:47,I'm having trouble with Zoom refuses to start after update this is blocking me from completing my tasks.
REC-001123,2025-07-08 16:57:47,Need urgent help with VPN connection drops every few minutes need this fixed ASAP.
REC-001124,2025-07-28 18:42:47,User olivia.m reported: Chrome refuses to start after update this has been happening since yesterday.
REC-001125,2025-08-12 09:19:47,George.t submitted a ticket: the laptop keeps restarting randomly need this fixed asap. contact: nina.b
REC-001126,2025-09-01 16:35:47,Could you please check my laptop at branch office showing access denied this is blocking me from completing my tasks. Contact: youssef.t
REC-001127,2025-07-28 20:16:47,I'm having trouble with can't log in to PowerPoint causing delays in project work.
REC-001128,2025-09-16 17:57:47,Facing an issue where Slack refuses to start after update colleagues on lab room also affected.
REC-001129,2025-07-05 12:55:47,I'm having trouble with the server keeps restarting randomly this is blocking me from completing my tasks.
REC-001130,2025-09-03 22:23:47,paul.r submitted a ticket: VPN connection drops every few minutes colleagues on branch office also affected.
REC-001131,2025-08-22 07:34:47,Problem encountered: Jira refuses to start after update please install Adobe Acrobat.
REC-001132,2025-08-13 17:30:47,"I'm having trouble with performance on Teams is extremely slow already tried restarting, no success. Contact: john.doe"
REC-001133,2025-08-20 22:32:47,Problem encountered: the printer at floor 1 is not working again colleagues on floor 1 also affected.
REC-001134,2025-07-30 21:21:47,Facing an issue where VPN connection drops every few minutes this has been happening since yesterday.
REC-001135,2025-09-17 05:02:47,User nina.b reported: my server at training hall showing not responding need this fixed ASAP. Contact: hannah.j
REC-001136,2025-09-07 00:52:47,"Could you please check unable to access Excel, request ID #TKT-27019 already tried restarting, no success."
REC-001137,2025-09-10 21:46:47,Could you please check Excel refuses to start after update causing delays in project work.
REC-001138,2025-09-04 20:45:47,"User khaled.a reported: performance on excel is extremely slow already tried restarting, no success."
REC-001139,2025-07-04 11:12:47,User khaled.a reported: the printer at training hall is not working again please install Adobe Acrobat.
REC-001140,2025-09-15 00:37:47,Problem encountered: the phone keeps restarting randomly this has been happening since yesterday. Contact: khaled.a
REC-001141,2025-07-24 21:26:47,Problem encountered: the tablet keeps restarting randomly causing delays in project work. Contact: nina.b
REC-001142,2025-07-09 09:39:47,Facing an issue where performance on teams is extremely slow colleagues on lab room also affected. contact: hannah.j
REC-001143,2025-08-16 19:17:47,Could you please check my laptop at floor 2 showing disk full this has been happening since yesterday.
REC-001144,2025-07-20 07:18:47,Facing an issue where my laptop at HQ showing network timeout need this fixed ASAP.
REC-001145,2025-07-10 08:53:47,User ahmed.h reported: Word refuses to start after update causing delays in project work.
REC-001146,2025-09-13 23:34:47,"Need urgent help with performance on OneDrive is extremely slow already tried restarting, no success."
REC-001147,2025-09-06 22:52:47,User fatima.z reported: VPN connection drops every few minutes please fix wifi.
REC-001148,2025-09-19 11:11:47,Facing an issue where Teams refuses to start after update colleagues on floor 2 also affected. Contact: john.doe
REC-001149,2025-08-20 21:22:47,Facing an issue where VPN connection drops every few minutes this is blocking me from completing my tasks.
REC-001150,2025-08-26 07:35:47,Request for support regarding Chrome refuses to start after update please fix wifi.
REC-001151,2025-07-24 19:15:47,Facing an issue where performance on SharePoint is extremely slow need this fixed ASAP.
REC-001152,2025-07-04 23:38:47,I'm having trouble with my server at HQ showing blue screen colleagues on HQ also affected. Contact: youssef.t
REC-001153,2025-06-28 14:51:47,Need urgent help with the printer at floor 2 is not working again causing delays in project work.
REC-001154,2025-08-07 04:57:47,Need urgent help with VPN connection drops every few minutes this is blocking me from completing my tasks.
REC-001155,2025-08-21 18:26:47,Could you pls check performance on SharePoint is extremely slow colleagues on branch office also affected.
REC-001156,2025-08-15 18:03:47,"emma.w submitted a ticket: the printer at floor 2 is not working again already tried restarting, no success."
REC-001157,2025-08-04 06:23:47,"Problem encountered: performance on SharePoint is extremely slow already tried restarting, no success. Contact: sofia.g"
REC-001158,2025-07-08 15:42:47,Problem encountered: the workstation keeps restarting randomly this is blocking me from completing my tasks.
REC-001159,2025-09-01 03:59:47,I'm having trouble with can't log in to Excel need this fixed ASAP.
REC-001160,2025-09-09 02:14:47,Request for support regarding OneDrive refuses to start after update this is blocking me from completing my tasks. Contact: hannah.j
REC-001161,2025-07-08 20:48:47,"Facing an issue where unable to access Zoom, request ID #TKT-31167 causing delays in project work."
REC-001162,2025-09-16 12:31:47,Problem encountered: can't log in to SAP this has been happening since yesterday.
REC-001163,2025-08-30 14:56:47,Facing an issue where the desktop keeps restarting randomly need this fixed ASAP.
REC-001164,2025-08-26 10:09:47,User li.chen reported: the printer at HQ is not working again causing delays in project work.
REC-001165,2025-08-22 02:39:47,"I'm having trouble with VPN connection drops every few minutes already tried restarting, no success."
REC-001166,2025-08-03 18:17:47,"I'm having trouble with SAP refuses to start after update already tried restarting, no success. Contact: maria.l"
REC-001167,2025-08-24 16:32:47,"Request for support regarding unable to access Jira, request ID #TKT-92696 causing delays in project work. Contact: li.chen"
REC-001168,2025-08-07 01:42:47,"David.p submitted a ticket: can't log in to sap already tried restarting, no success. contact: youssef.t"
REC-001169,2025-07-30 11:57:47,Facing an issue where can't log in to Outlook this is blocking me from completing my tasks.
REC-001170,2025-09-17 12:52:47,Need urgent help with the phone keeps restarting randomly this is blocking me from completing my tasks. contact: paul.r
REC-001171,2025-07-18 19:58:47,I'm having trouble with can't log in to Teams this is blocking me from completing my tasks.
REC-001172,2025-07-19 23:36:47,I'm having trouble with the phone keeps restarting randomly need this fixed asap.
REC-001173,2025-08-28 12:16:47,I'm having trouble with the desktop keeps restarting randomly colleagues on HQ also affected.
REC-001174,2025-07-04 09:05:47,Facing an issue where my tablet at HQ showing access denied need this fixed ASAP. Contact: george.t
REC-001175,2025-07-31 12:40:47,Need urgent help with the laptop keeps restarting randomly this is blocking me from completing my tasks. Contact: emma.w
REC-001176,2025-07-27 08:21:47,Request for support regarding can't log in to Excel this has been happening since yesterday.
REC-001177,2025-08-14 01:22:47,Request for support regarding the phone keeps restarting randomly this has been happening since yesterday.
REC-001178,2025-08-06 08:50:47,Request for support regarding the printer at floor 1 is not working again please grant access to shared drive. Contact: nina.b
REC-001179,2025-09-08 09:05:47,Fatima.z submitted a ticket: word refuses to start after update colleagues on floor 3 also affected.
REC-001180,2025-09-18 16:48:47,george.t submitted a ticket: Zoom refuses to start after update this has been happening since yesterday.
REC-001181,2025-07-03 13:22:47,Request for support regarding can't log in to Chrome colleagues on remote also affected.
REC-001182,2025-08-16 12:13:47,I'm having trouble with performance on powerpoint is extremely slow pls fix wifi.
REC-001183,2025-07-12 02:58:47,I'm having trouble with my desktop at remote showing unknown host causing delays in project work. Contact: sofia.g
REC-001184,2025-07-29 01:00:47,Problem encountered: the printer at floor 2 is not working again this is blocking me from completing my tasks.
REC-001185,2025-07-05 20:06:47,"Could you please check unable to access Outlook, request ID #TKT-49261 please install Adobe Acrobat."
REC-001186,2025-08-23 05:32:47,khaled.a submitted a ticket: the printer at remote is not working again colleagues on remote also affected.
REC-001187,2025-09-12 08:57:47,I'm having trouble with my desktop at branch office showing error code 720 causing delays in project work.
REC-001188,2025-07-12 02:45:47,"Need urgent help with unable to access Teams, request ID #TKT-48991 colleagues on floor 2 also affected. Contact: mohamed.s"
REC-001189,2025-07-11 04:00:47,"Problem encountered: the laptop keeps restarting randomly already tried restarting, no success. Contact: sofia.g"
REC-001190,2025-08-21 18:07:47,"I'm having trouble with OneDrive refuses to start after update already tried restarting, no success."
REC-001191,2025-08-04 22:11:47,User li.chen reported: VPN connection drops every few minutes causing delays in project work. Contact: maria.l
REC-001192,2025-08-25 20:03:47,Request for support regarding VPN connection drops every few minutes this is blocking me from completing my tasks.
REC-001193,2025-07-15 22:44:47,User emma.w reported: my phone at remote showing disk full colleagues on remote also affected.
REC-001194,2025-07-29 01:46:47,Facing an issue where my phone at training hall showing blue screen this is blocking me from completing my tasks.
REC-001195,2025-08-26 07:16:47,Facing an issue where my tablet at HQ showing unknown host this is blocking me from completing my tasks. Contact: paul.r
REC-001196,2025-08-11 13:41:47,Could you please check the laptop keeps restarting randomly causing delays in project work.
REC-001197,2025-08-05 02:54:47,"User alex.b reported: unable to access Slack, request ID #TKT-78137 already tried restarting, no success. Contact: emma.w"
REC-001198,2025-08-05 08:06:47,Problem encountered: vpn connection drops every few minutes please replace keyboard.
REC-001199,2025-08-03 19:58:47,Could you pls check performance on PowerPoint is extremely slow need this fixed ASAP.
REC-001200,2025-08-18 14:19:47,Facing an issue where vpn connection drops every few minutes causing delays in project work.
REC-001201,2025-08-02 20:05:47,I'm having trouble with performance on jira is extremely slow causing delays in project work. contact: youssef.t
REC-001202,2025-09-08 17:39:47,Request for support regarding the desktop keeps restarting randomly this is blocking me from completing my tasks.
REC-001203,2025-08-03 11:39:47,"Need urgent help with unable to access word, request id #tkt-51350 this is blocking me from completing my tasks."
REC-001204,2025-08-13 20:43:47,Could you please check can't log in to Word need this fixed ASAP.
REC-001205,2025-08-08 11:40:47,"Need urgent help with VPN connection drops every few minutes already tried restarting, no success."
REC-001206,2025-07-22 23:19:47,Facing an issue where performance on excel is extremely slow need this fixed asap.
